title,summary,tags,keywords,parameter_hints,modeling_notes,feature_pattern,failure_modes,validation_rules,example_prompt,shape_type,memory_type,quality_score,source_table,memory_only
DeepCAD Sample 00713144 line_profile,"Dataset sample with 1 sketch(es), 1 loop(s), 1 extrude feature(s), and curves Line3D:4.",dataset;deepcad;line_profile;sketch;extrude,DeepCAD;00713144;Line3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Line3D:4.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",1 sketch(es) -> skSolve -> 1 opExtrude operation(s); dominant=line_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric prismatic plate from a rectangular dataset profile,BOX,dataset_example,0.78,cad_memory,true
DeepCAD Sample 00719654 line_profile,"Dataset sample with 1 sketch(es), 1 loop(s), 1 extrude feature(s), and curves Line3D:4.",dataset;deepcad;line_profile;sketch;extrude,DeepCAD;00719654;Line3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Line3D:4.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",1 sketch(es) -> skSolve -> 1 opExtrude operation(s); dominant=line_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric prismatic plate from a rectangular dataset profile,BOX,dataset_example,0.78,cad_memory,true
DeepCAD Sample 00716316 line_profile,"Dataset sample with 1 sketch(es), 1 loop(s), 1 extrude feature(s), and curves Line3D:4.",dataset;deepcad;line_profile;sketch;extrude,DeepCAD;00716316;Line3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Line3D:4.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",1 sketch(es) -> skSolve -> 1 opExtrude operation(s); dominant=line_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric prismatic plate from a rectangular dataset profile,BOX,dataset_example,0.78,cad_memory,true
DeepCAD Sample 00716200 line_profile,"Dataset sample with 1 sketch(es), 1 loop(s), 1 extrude feature(s), and curves Line3D:4.",dataset;deepcad;line_profile;sketch;extrude,DeepCAD;00716200;Line3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Line3D:4.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",1 sketch(es) -> skSolve -> 1 opExtrude operation(s); dominant=line_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric prismatic plate from a rectangular dataset profile,BOX,dataset_example,0.78,cad_memory,true
DeepCAD Sample 00718358 line_profile,"Dataset sample with 1 sketch(es), 1 loop(s), 1 extrude feature(s), and curves Line3D:6.",dataset;deepcad;line_profile;sketch;extrude,DeepCAD;00718358;Line3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Line3D:6.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",1 sketch(es) -> skSolve -> 1 opExtrude operation(s); dominant=line_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric prismatic plate from a rectangular dataset profile,BOX,dataset_example,0.78,cad_memory,true
DeepCAD Sample 00710120 circular_profile,"Dataset sample with 1 sketch(es), 1 loop(s), 1 extrude feature(s), and curves Circle3D:1.",dataset;deepcad;circular_profile;sketch;extrude,DeepCAD;00710120;Circle3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Circle3D:1.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",1 sketch(es) -> skSolve -> 1 opExtrude operation(s); dominant=circular_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric spacer or bushing from a circular dataset profile,CYLINDER,dataset_example,0.78,cad_memory,true
DeepCAD Sample 00716312 line_profile,"Dataset sample with 1 sketch(es), 1 loop(s), 1 extrude feature(s), and curves Line3D:4.",dataset;deepcad;line_profile;sketch;extrude,DeepCAD;00716312;Line3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Line3D:4.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",1 sketch(es) -> skSolve -> 1 opExtrude operation(s); dominant=line_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric prismatic plate from a rectangular dataset profile,BOX,dataset_example,0.78,cad_memory,true
DeepCAD Sample 00714959 circular_profile,"Dataset sample with 3 sketch(es), 3 loop(s), 3 extrude feature(s), and curves Circle3D:3.",dataset;deepcad;circular_profile;sketch;extrude,DeepCAD;00714959;Circle3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Circle3D:3.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",3 sketch(es) -> skSolve -> 3 opExtrude operation(s); dominant=circular_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric spacer or bushing from a circular dataset profile,CYLINDER,dataset_example,0.78,cad_memory,true
DeepCAD Sample 00714583 line_profile,"Dataset sample with 6 sketch(es), 14 loop(s), 6 extrude feature(s), and curves Line3D:29;Circle3D:6.",dataset;deepcad;line_profile;sketch;extrude,DeepCAD;00714583;Line3D;Circle3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Line3D:29;Circle3D:6.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",6 sketch(es) -> skSolve -> 6 opExtrude operation(s); dominant=line_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric prismatic plate from a rectangular dataset profile,BOX,dataset_example,0.78,cad_memory,true
DeepCAD Sample 00711249 line_profile,"Dataset sample with 1 sketch(es), 1 loop(s), 1 extrude feature(s), and curves Line3D:12;Arc3D:6.",dataset;deepcad;line_profile;sketch;extrude,DeepCAD;00711249;Line3D;Arc3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Line3D:12;Arc3D:6.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",1 sketch(es) -> skSolve -> 1 opExtrude operation(s); dominant=line_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric prismatic plate from a rectangular dataset profile,BOX,dataset_example,0.78,cad_memory,true
DeepCAD Sample 00717096 line_profile,"Dataset sample with 1 sketch(es), 1 loop(s), 1 extrude feature(s), and curves Line3D:4.",dataset;deepcad;line_profile;sketch;extrude,DeepCAD;00717096;Line3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Line3D:4.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",1 sketch(es) -> skSolve -> 1 opExtrude operation(s); dominant=line_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric prismatic plate from a rectangular dataset profile,BOX,dataset_example,0.78,cad_memory,true
DeepCAD Sample 00710631 line_profile,"Dataset sample with 1 sketch(es), 1 loop(s), 1 extrude feature(s), and curves Line3D:4.",dataset;deepcad;line_profile;sketch;extrude,DeepCAD;00710631;Line3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Line3D:4.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",1 sketch(es) -> skSolve -> 1 opExtrude operation(s); dominant=line_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric prismatic plate from a rectangular dataset profile,BOX,dataset_example,0.78,cad_memory,true
DeepCAD Sample 00718722 line_profile,"Dataset sample with 1 sketch(es), 1 loop(s), 1 extrude feature(s), and curves Line3D:4.",dataset;deepcad;line_profile;sketch;extrude,DeepCAD;00718722;Line3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Line3D:4.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",1 sketch(es) -> skSolve -> 1 opExtrude operation(s); dominant=line_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric prismatic plate from a rectangular dataset profile,BOX,dataset_example,0.78,cad_memory,true
DeepCAD Sample 00718130 line_profile,"Dataset sample with 2 sketch(es), 2 loop(s), 2 extrude feature(s), and curves Line3D:8.",dataset;deepcad;line_profile;sketch;extrude,DeepCAD;00718130;Line3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Line3D:8.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",2 sketch(es) -> skSolve -> 2 opExtrude operation(s); dominant=line_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric prismatic plate from a rectangular dataset profile,BOX,dataset_example,0.78,cad_memory,true
DeepCAD Sample 00711077 line_profile,"Dataset sample with 1 sketch(es), 5 loop(s), 1 extrude feature(s), and curves Line3D:22.",dataset;deepcad;line_profile;sketch;extrude,DeepCAD;00711077;Line3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Line3D:22.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",1 sketch(es) -> skSolve -> 1 opExtrude operation(s); dominant=line_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric prismatic plate from a rectangular dataset profile,BOX,dataset_example,0.78,cad_memory,true
DeepCAD Sample 00714012 circular_profile,"Dataset sample with 1 sketch(es), 3 loop(s), 1 extrude feature(s), and curves Circle3D:3.",dataset;deepcad;circular_profile;sketch;extrude,DeepCAD;00714012;Circle3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Circle3D:3.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",1 sketch(es) -> skSolve -> 1 opExtrude operation(s); dominant=circular_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric spacer or bushing from a circular dataset profile,CYLINDER,dataset_example,0.78,cad_memory,true
DeepCAD Sample 00713690 line_profile,"Dataset sample with 1 sketch(es), 7 loop(s), 1 extrude feature(s), and curves Circle3D:2;Line3D:28;Arc3D:2.",dataset;deepcad;line_profile;sketch;extrude,DeepCAD;00713690;Circle3D;Line3D;Arc3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Circle3D:2;Line3D:28;Arc3D:2.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",1 sketch(es) -> skSolve -> 1 opExtrude operation(s); dominant=line_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric prismatic plate from a rectangular dataset profile,BOX,dataset_example,0.78,cad_memory,true
DeepCAD Sample 00714381 line_profile,"Dataset sample with 1 sketch(es), 1 loop(s), 1 extrude feature(s), and curves Line3D:2;Arc3D:1.",dataset;deepcad;line_profile;sketch;extrude,DeepCAD;00714381;Line3D;Arc3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Line3D:2;Arc3D:1.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",1 sketch(es) -> skSolve -> 1 opExtrude operation(s); dominant=line_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric prismatic plate from a rectangular dataset profile,BOX,dataset_example,0.78,cad_memory,true
DeepCAD Sample 00711147 line_profile,"Dataset sample with 1 sketch(es), 1 loop(s), 1 extrude feature(s), and curves Line3D:4.",dataset;deepcad;line_profile;sketch;extrude,DeepCAD;00711147;Line3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Line3D:4.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",1 sketch(es) -> skSolve -> 1 opExtrude operation(s); dominant=line_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric prismatic plate from a rectangular dataset profile,BOX,dataset_example,0.78,cad_memory,true
DeepCAD Sample 00711874 circular_profile,"Dataset sample with 1 sketch(es), 5 loop(s), 1 extrude feature(s), and curves Circle3D:4;Line3D:4.",dataset;deepcad;circular_profile;sketch;extrude,DeepCAD;00711874;Circle3D;Line3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Circle3D:4;Line3D:4.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",1 sketch(es) -> skSolve -> 1 opExtrude operation(s); dominant=circular_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric spacer or bushing from a circular dataset profile,CYLINDER,dataset_example,0.78,cad_memory,true
DeepCAD Sample 00719570 line_profile,"Dataset sample with 1 sketch(es), 3 loop(s), 2 extrude feature(s), and curves Line3D:12.",dataset;deepcad;line_profile;sketch;extrude,DeepCAD;00719570;Line3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Line3D:12.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",1 sketch(es) -> skSolve -> 2 opExtrude operation(s); dominant=line_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric prismatic plate from a rectangular dataset profile,BOX,dataset_example,0.78,cad_memory,true
DeepCAD Sample 00716307 line_profile,"Dataset sample with 3 sketch(es), 7 loop(s), 2 extrude feature(s), and curves Line3D:32.",dataset;deepcad;line_profile;sketch;extrude,DeepCAD;00716307;Line3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Line3D:32.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",3 sketch(es) -> skSolve -> 2 opExtrude operation(s); dominant=line_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric prismatic plate from a rectangular dataset profile,BOX,dataset_example,0.78,cad_memory,true
DeepCAD Sample 00714517 line_profile,"Dataset sample with 2 sketch(es), 4 loop(s), 1 extrude feature(s), and curves Line3D:6;Circle3D:3.",dataset;deepcad;line_profile;sketch;extrude,DeepCAD;00714517;Line3D;Circle3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Line3D:6;Circle3D:3.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",2 sketch(es) -> skSolve -> 1 opExtrude operation(s); dominant=line_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric prismatic plate from a rectangular dataset profile,BOX,dataset_example,0.78,cad_memory,true
DeepCAD Sample 00713154 line_profile,"Dataset sample with 5 sketch(es), 7 loop(s), 1 extrude feature(s), and curves Line3D:28.",dataset;deepcad;line_profile;sketch;extrude,DeepCAD;00713154;Line3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Line3D:28.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",5 sketch(es) -> skSolve -> 1 opExtrude operation(s); dominant=line_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric prismatic plate from a rectangular dataset profile,BOX,dataset_example,0.78,cad_memory,true
DeepCAD Sample 00713122 line_profile,"Dataset sample with 1 sketch(es), 3 loop(s), 1 extrude feature(s), and curves Line3D:12.",dataset;deepcad;line_profile;sketch;extrude,DeepCAD;00713122;Line3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Line3D:12.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",1 sketch(es) -> skSolve -> 1 opExtrude operation(s); dominant=line_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric prismatic plate from a rectangular dataset profile,BOX,dataset_example,0.78,cad_memory,true
DeepCAD Sample 00710852 line_profile,"Dataset sample with 18 sketch(es), 33 loop(s), 17 extrude feature(s), and curves Line3D:136;Arc3D:4.",dataset;deepcad;line_profile;sketch;extrude,DeepCAD;00710852;Line3D;Arc3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Line3D:136;Arc3D:4.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",18 sketch(es) -> skSolve -> 17 opExtrude operation(s); dominant=line_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric prismatic plate from a rectangular dataset profile,BOX,dataset_example,0.78,cad_memory,true
DeepCAD Sample 00710477 circular_profile,"Dataset sample with 1 sketch(es), 1 loop(s), 1 extrude feature(s), and curves Circle3D:1.",dataset;deepcad;circular_profile;sketch;extrude,DeepCAD;00710477;Circle3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Circle3D:1.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",1 sketch(es) -> skSolve -> 1 opExtrude operation(s); dominant=circular_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric spacer or bushing from a circular dataset profile,CYLINDER,dataset_example,0.78,cad_memory,true
