observation_id,carrier,period_end_date,field_name,reported_or_normalized_value,exact_reported_metric_label,source_publication_date,source_page_or_section,source_url,local_source_file,extraction_method,confidence,notes
ODFL_FY2024_Q1_2024-03-31,Old Dominion Freight Line,2024-03-31,revenue_m,1460.073,Revenue / Operating Revenue / Segment revenue,2024-04-24,Quarterly financial and operating statistics tables,https://www.sec.gov/Archives/edgar/data/878927/000095017024047274/odfl-ex99_1.htm,outputs\phase1b_ltl_peer_panel\sources\ODFL_2024_Q1_SEC_ex99_1.htm,Reported,High,ODFL single LTL segment; company reports operating ratio and daily metrics.
ODFL_FY2024_Q1_2024-03-31,Old Dominion Freight Line,2024-03-31,revenue_per_shipment_ex_fuel_yoy_pct,3.8,Revenue per shipment excluding fuel surcharge year-over-year change,2024-04-24,Quarterly financial and operating statistics tables,https://www.sec.gov/Archives/edgar/data/878927/000095017024047274/odfl-ex99_1.htm,outputs\phase1b_ltl_peer_panel\sources\ODFL_2024_Q1_SEC_ex99_1.htm,Reported,High,ODFL single LTL segment; company reports operating ratio and daily metrics.
ODFL_FY2024_Q1_2024-03-31,Old Dominion Freight Line,2024-03-31,revenue_per_cwt,31.98,LTL revenue per hundredweight / Composite revenue per hundredweight,2024-04-24,Quarterly financial and operating statistics tables,https://www.sec.gov/Archives/edgar/data/878927/000095017024047274/odfl-ex99_1.htm,outputs\phase1b_ltl_peer_panel\sources\ODFL_2024_Q1_SEC_ex99_1.htm,Reported,High,ODFL single LTL segment; company reports operating ratio and daily metrics.
ODFL_FY2024_Q1_2024-03-31,Old Dominion Freight Line,2024-03-31,revenue_per_cwt_yoy_pct,4.1,Revenue per hundredweight year-over-year change,2024-04-24,Quarterly financial and operating statistics tables,https://www.sec.gov/Archives/edgar/data/878927/000095017024047274/odfl-ex99_1.htm,outputs\phase1b_ltl_peer_panel\sources\ODFL_2024_Q1_SEC_ex99_1.htm,Reported,High,ODFL single LTL segment; company reports operating ratio and daily metrics.
ODFL_FY2024_Q1_2024-03-31,Old Dominion Freight Line,2024-03-31,revenue_per_cwt_ex_fuel,26.78,LTL revenue per hundredweight excluding fuel surcharge,2024-04-24,Quarterly financial and operating statistics tables,https://www.sec.gov/Archives/edgar/data/878927/000095017024047274/odfl-ex99_1.htm,outputs\phase1b_ltl_peer_panel\sources\ODFL_2024_Q1_SEC_ex99_1.htm,Reported,High,ODFL single LTL segment; company reports operating ratio and daily metrics.
ODFL_FY2024_Q1_2024-03-31,Old Dominion Freight Line,2024-03-31,revenue_per_cwt_ex_fuel_yoy_pct,6.7,Revenue per hundredweight excluding fuel surcharge year-over-year change,2024-04-24,Quarterly financial and operating statistics tables,https://www.sec.gov/Archives/edgar/data/878927/000095017024047274/odfl-ex99_1.htm,outputs\phase1b_ltl_peer_panel\sources\ODFL_2024_Q1_SEC_ex99_1.htm,Reported,High,ODFL single LTL segment; company reports operating ratio and daily metrics.
ODFL_FY2024_Q1_2024-03-31,Old Dominion Freight Line,2024-03-31,yield_ex_fuel_reported,6.7,Yield excluding fuel surcharge growth where source uses yield language,2024-04-24,Quarterly financial and operating statistics tables,https://www.sec.gov/Archives/edgar/data/878927/000095017024047274/odfl-ex99_1.htm,outputs\phase1b_ltl_peer_panel\sources\ODFL_2024_Q1_SEC_ex99_1.htm,Reported,High,ODFL single LTL segment; company reports operating ratio and daily metrics.
ODFL_FY2024_Q2_2024-06-30,Old Dominion Freight Line,2024-06-30,revenue_m,1498.697,Revenue / Operating Revenue / Segment revenue,2024-07-24,Quarterly financial and operating statistics tables,https://www.sec.gov/Archives/edgar/data/878927/000095017024085869/odfl-ex99_1.htm,outputs\phase1b_ltl_peer_panel\sources\ODFL_2024_Q2_SEC_ex99_1.htm,Reported,High,ODFL single LTL segment; company reports operating ratio and daily metrics.
ODFL_FY2024_Q2_2024-06-30,Old Dominion Freight Line,2024-06-30,operating_income_m,421.691,Operating income / Operating Income,2024-07-24,Quarterly financial and operating statistics tables,https://www.sec.gov/Archives/edgar/data/878927/000095017024085869/odfl-ex99_1.htm,outputs\phase1b_ltl_peer_panel\sources\ODFL_2024_Q2_SEC_ex99_1.htm,Reported,High,ODFL single LTL segment; company reports operating ratio and daily metrics.
ODFL_FY2024_Q2_2024-06-30,Old Dominion Freight Line,2024-06-30,operating_margin_pct,28.1,Operating margin / derived from operating ratio where applicable,2024-07-24,Quarterly financial and operating statistics tables,https://www.sec.gov/Archives/edgar/data/878927/000095017024085869/odfl-ex99_1.htm,outputs\phase1b_ltl_peer_panel\sources\ODFL_2024_Q2_SEC_ex99_1.htm,Reported or algebraic complement when only reciprocal ratio is reported,High,ODFL single LTL segment; company reports operating ratio and daily metrics.
ODFL_FY2024_Q2_2024-06-30,Old Dominion Freight Line,2024-06-30,operating_ratio_pct,71.9,Operating ratio / derived from operating margin where applicable,2024-07-24,Quarterly financial and operating statistics tables,https://www.sec.gov/Archives/edgar/data/878927/000095017024085869/odfl-ex99_1.htm,outputs\phase1b_ltl_peer_panel\sources\ODFL_2024_Q2_SEC_ex99_1.htm,Reported or algebraic complement when only reciprocal ratio is reported,High,ODFL single LTL segment; company reports operating ratio and daily metrics.
ODFL_FY2024_Q2_2024-06-30,Old Dominion Freight Line,2024-06-30,avg_daily_shipments,48444,LTL shipments per day / Total average daily shipments / Shipments per day,2024-07-24,Quarterly financial and operating statistics tables,https://www.sec.gov/Archives/edgar/data/878927/000095017024085869/odfl-ex99_1.htm,outputs\phase1b_ltl_peer_panel\sources\ODFL_2024_Q2_SEC_ex99_1.htm,Reported,High,ODFL single LTL segment; company reports operating ratio and daily metrics.
ODFL_FY2024_Q2_2024-06-30,Old Dominion Freight Line,2024-06-30,shipments_yoy_pct,3.1,LTL shipments per day change / Total average daily shipments change,2024-07-24,Quarterly financial and operating statistics tables,https://www.sec.gov/Archives/edgar/data/878927/000095017024085869/odfl-ex99_1.htm,outputs\phase1b_ltl_peer_panel\sources\ODFL_2024_Q2_SEC_ex99_1.htm,Reported,High,ODFL single LTL segment; company reports operating ratio and daily metrics.
ODFL_FY2024_Q2_2024-06-30,Old Dominion Freight Line,2024-06-30,tonnage_per_day,36560,LTL tonnage per day / pounds per day converted to tons,2024-07-24,Quarterly financial and operating statistics tables,https://www.sec.gov/Archives/edgar/data/878927/000095017024085869/odfl-ex99_1.htm,outputs\phase1b_ltl_peer_panel\sources\ODFL_2024_Q2_SEC_ex99_1.htm,Reported,High,ODFL single LTL segment; company reports operating ratio and daily metrics.
ODFL_FY2024_Q2_2024-06-30,Old Dominion Freight Line,2024-06-30,tonnage_yoy_pct,1.9,LTL tonnage per day change / pounds per day change,2024-07-24,Quarterly financial and operating statistics tables,https://www.sec.gov/Archives/edgar/data/878927/000095017024085869/odfl-ex99_1.htm,outputs\phase1b_ltl_peer_panel\sources\ODFL_2024_Q2_SEC_ex99_1.htm,Reported,High,ODFL single LTL segment; company reports operating ratio and daily metrics.
ODFL_FY2024_Q2_2024-06-30,Old Dominion Freight Line,2024-06-30,weight_per_shipment_lbs,1509,LTL weight per shipment (lbs.) / Composite weight per shipment,2024-07-24,Quarterly financial and operating statistics tables,https://www.sec.gov/Archives/edgar/data/878927/000095017024085869/odfl-ex99_1.htm,outputs\phase1b_ltl_peer_panel\sources\ODFL_2024_Q2_SEC_ex99_1.htm,Reported,High,ODFL single LTL segment; company reports operating ratio and daily metrics.
ODFL_FY2024_Q2_2024-06-30,Old Dominion Freight Line,2024-06-30,weight_per_shipment_yoy_pct,-1.2,Weight per shipment year-over-year change,2024-07-24,Quarterly financial and operating statistics tables,https://www.sec.gov/Archives/edgar/data/878927/000095017024085869/odfl-ex99_1.htm,outputs\phase1b_ltl_peer_panel\sources\ODFL_2024_Q2_SEC_ex99_1.htm,Reported,High,ODFL single LTL segment; company reports operating ratio and daily metrics.
ODFL_FY2024_Q2_2024-06-30,Old Dominion Freight Line,2024-06-30,revenue_per_shipment,479.48,LTL revenue per shipment / Composite revenue per shipment,2024-07-24,Quarterly financial and operating statistics tables,https://www.sec.gov/Archives/edgar/data/878927/000095017024085869/odfl-ex99_1.htm,outputs\phase1b_ltl_peer_panel\sources\ODFL_2024_Q2_SEC_ex99_1.htm,Reported,High,ODFL single LTL segment; company reports operating ratio and daily metrics.
ODFL_FY2024_Q2_2024-06-30,Old Dominion Freight Line,2024-06-30,revenue_per_shipment_yoy_pct,3.2,Revenue per shipment year-over-year change,2024-07-24,Quarterly financial and operating statistics tables,https://www.sec.gov/Archives/edgar/data/878927/000095017024085869/odfl-ex99_1.htm,outputs\phase1b_ltl_peer_panel\sources\ODFL_2024_Q2_SEC_ex99_1.htm,Reported,High,ODFL single LTL segment; company reports operating ratio and daily metrics.
ODFL_FY2024_Q2_2024-06-30,Old Dominion Freight Line,2024-06-30,revenue_per_shipment_ex_fuel,403.77,LTL revenue per shipment excluding fuel surcharge,2024-07-24,Quarterly financial and operating statistics tables,https://www.sec.gov/Archives/edgar/data/878927/000095017024085869/odfl-ex99_1.htm,outputs\phase1b_ltl_peer_panel\sources\ODFL_2024_Q2_SEC_ex99_1.htm,Reported,High,ODFL single LTL segment; company reports operating ratio and daily metrics.
ODFL_FY2024_Q2_2024-06-30,Old Dominion Freight Line,2024-06-30,revenue_per_shipment_ex_fuel_yoy_pct,3.7,Revenue per shipment excluding fuel surcharge year-over-year change,2024-07-24,Quarterly financial and operating statistics tables,https://www.sec.gov/Archives/edgar/data/878927/000095017024085869/odfl-ex99_1.htm,outputs\phase1b_ltl_peer_panel\sources\ODFL_2024_Q2_SEC_ex99_1.htm,Reported,High,ODFL single LTL segment; company reports operating ratio and daily metrics.
ODFL_FY2024_Q2_2024-06-30,Old Dominion Freight Line,2024-06-30,revenue_per_cwt,31.77,LTL revenue per hundredweight / Composite revenue per hundredweight,2024-07-24,Quarterly financial and operating statistics tables,https://www.sec.gov/Archives/edgar/data/878927/000095017024085869/odfl-ex99_1.htm,outputs\phase1b_ltl_peer_panel\sources\ODFL_2024_Q2_SEC_ex99_1.htm,Reported,High,ODFL single LTL segment; company reports operating ratio and daily metrics.
ODFL_FY2024_Q2_2024-06-30,Old Dominion Freight Line,2024-06-30,revenue_per_cwt_yoy_pct,4.4,Revenue per hundredweight year-over-year change,2024-07-24,Quarterly financial and operating statistics tables,https://www.sec.gov/Archives/edgar/data/878927/000095017024085869/odfl-ex99_1.htm,outputs\phase1b_ltl_peer_panel\sources\ODFL_2024_Q2_SEC_ex99_1.htm,Reported,High,ODFL single LTL segment; company reports operating ratio and daily metrics.
ODFL_FY2024_Q2_2024-06-30,Old Dominion Freight Line,2024-06-30,revenue_per_cwt_ex_fuel,26.75,LTL revenue per hundredweight excluding fuel surcharge,2024-07-24,Quarterly financial and operating statistics tables,https://www.sec.gov/Archives/edgar/data/878927/000095017024085869/odfl-ex99_1.htm,outputs\phase1b_ltl_peer_panel\sources\ODFL_2024_Q2_SEC_ex99_1.htm,Reported,High,ODFL single LTL segment; company reports operating ratio and daily metrics.
ODFL_FY2024_Q2_2024-06-30,Old Dominion Freight Line,2024-06-30,revenue_per_cwt_ex_fuel_yoy_pct,4.9,Revenue per hundredweight excluding fuel surcharge year-over-year change,2024-07-24,Quarterly financial and operating statistics tables,https://www.sec.gov/Archives/edgar/data/878927/000095017024085869/odfl-ex99_1.htm,outputs\phase1b_ltl_peer_panel\sources\ODFL_2024_Q2_SEC_ex99_1.htm,Reported,High,ODFL single LTL segment; company reports operating ratio and daily metrics.
ODFL_FY2024_Q2_2024-06-30,Old Dominion Freight Line,2024-06-30,yield_ex_fuel_reported,4.9,Yield excluding fuel surcharge growth where source uses yield language,2024-07-24,Quarterly financial and operating statistics tables,https://www.sec.gov/Archives/edgar/data/878927/000095017024085869/odfl-ex99_1.htm,outputs\phase1b_ltl_peer_panel\sources\ODFL_2024_Q2_SEC_ex99_1.htm,Reported,High,ODFL single LTL segment; company reports operating ratio and daily metrics.
ODFL_FY2024_Q3_2024-09-30,Old Dominion Freight Line,2024-09-30,revenue_m,1470.211,Revenue / Operating Revenue / Segment revenue,2024-10-23,Quarterly financial and operating statistics tables,https://www.sec.gov/Archives/edgar/data/878927/000095017024116488/odfl-ex99_1.htm,outputs\phase1b_ltl_peer_panel\sources\ODFL_2024_Q3_SEC_ex99_1.htm,Reported,High,ODFL single LTL segment; company reports operating ratio and daily metrics.
ODFL_FY2024_Q3_2024-09-30,Old Dominion Freight Line,2024-09-30,operating_income_m,401.861,Operating income / Operating Income,2024-10-23,Quarterly financial and operating statistics tables,https://www.sec.gov/Archives/edgar/data/878927/000095017024116488/odfl-ex99_1.htm,outputs\phase1b_ltl_peer_panel\sources\ODFL_2024_Q3_SEC_ex99_1.htm,Reported,High,ODFL single LTL segment; company reports operating ratio and daily metrics.
ODFL_FY2024_Q3_2024-09-30,Old Dominion Freight Line,2024-09-30,operating_margin_pct,27.3,Operating margin / derived from operating ratio where applicable,2024-10-23,Quarterly financial and operating statistics tables,https://www.sec.gov/Archives/edgar/data/878927/000095017024116488/odfl-ex99_1.htm,outputs\phase1b_ltl_peer_panel\sources\ODFL_2024_Q3_SEC_ex99_1.htm,Reported or algebraic complement when only reciprocal ratio is reported,High,ODFL single LTL segment; company reports operating ratio and daily metrics.
ODFL_FY2024_Q3_2024-09-30,Old Dominion Freight Line,2024-09-30,operating_ratio_pct,72.7,Operating ratio / derived from operating margin where applicable,2024-10-23,Quarterly financial and operating statistics tables,https://www.sec.gov/Archives/edgar/data/878927/000095017024116488/odfl-ex99_1.htm,outputs\phase1b_ltl_peer_panel\sources\ODFL_2024_Q3_SEC_ex99_1.htm,Reported or algebraic complement when only reciprocal ratio is reported,High,ODFL single LTL segment; company reports operating ratio and daily metrics.
ODFL_FY2024_Q3_2024-09-30,Old Dominion Freight Line,2024-09-30,avg_daily_shipments,47967,LTL shipments per day / Total average daily shipments / Shipments per day,2024-10-23,Quarterly financial and operating statistics tables,https://www.sec.gov/Archives/edgar/data/878927/000095017024116488/odfl-ex99_1.htm,outputs\phase1b_ltl_peer_panel\sources\ODFL_2024_Q3_SEC_ex99_1.htm,Reported,High,ODFL single LTL segment; company reports operating ratio and daily metrics.
ODFL_FY2024_Q3_2024-09-30,Old Dominion Freight Line,2024-09-30,shipments_yoy_pct,-3.4,LTL shipments per day change / Total average daily shipments change,2024-10-23,Quarterly financial and operating statistics tables,https://www.sec.gov/Archives/edgar/data/878927/000095017024116488/odfl-ex99_1.htm,outputs\phase1b_ltl_peer_panel\sources\ODFL_2024_Q3_SEC_ex99_1.htm,Reported,High,ODFL single LTL segment; company reports operating ratio and daily metrics.
ODFL_FY2024_Q3_2024-09-30,Old Dominion Freight Line,2024-09-30,tonnage_per_day,35408,LTL tonnage per day / pounds per day converted to tons,2024-10-23,Quarterly financial and operating statistics tables,https://www.sec.gov/Archives/edgar/data/878927/000095017024116488/odfl-ex99_1.htm,outputs\phase1b_ltl_peer_panel\sources\ODFL_2024_Q3_SEC_ex99_1.htm,Reported,High,ODFL single LTL segment; company reports operating ratio and daily metrics.
ODFL_FY2024_Q3_2024-09-30,Old Dominion Freight Line,2024-09-30,tonnage_yoy_pct,-4.8,LTL tonnage per day change / pounds per day change,2024-10-23,Quarterly financial and operating statistics tables,https://www.sec.gov/Archives/edgar/data/878927/000095017024116488/odfl-ex99_1.htm,outputs\phase1b_ltl_peer_panel\sources\ODFL_2024_Q3_SEC_ex99_1.htm,Reported,High,ODFL single LTL segment; company reports operating ratio and daily metrics.
ODFL_FY2024_Q3_2024-09-30,Old Dominion Freight Line,2024-09-30,weight_per_shipment_lbs,1476,LTL weight per shipment (lbs.) / Composite weight per shipment,2024-10-23,Quarterly financial and operating statistics tables,https://www.sec.gov/Archives/edgar/data/878927/000095017024116488/odfl-ex99_1.htm,outputs\phase1b_ltl_peer_panel\sources\ODFL_2024_Q3_SEC_ex99_1.htm,Reported,High,ODFL single LTL segment; company reports operating ratio and daily metrics.
ODFL_FY2024_Q3_2024-09-30,Old Dominion Freight Line,2024-09-30,weight_per_shipment_yoy_pct,-1.4,Weight per shipment year-over-year change,2024-10-23,Quarterly financial and operating statistics tables,https://www.sec.gov/Archives/edgar/data/878927/000095017024116488/odfl-ex99_1.htm,outputs\phase1b_ltl_peer_panel\sources\ODFL_2024_Q3_SEC_ex99_1.htm,Reported,High,ODFL single LTL segment; company reports operating ratio and daily metrics.
ODFL_FY2024_Q3_2024-09-30,Old Dominion Freight Line,2024-09-30,revenue_per_shipment,477.7,LTL revenue per shipment / Composite revenue per shipment,2024-10-23,Quarterly financial and operating statistics tables,https://www.sec.gov/Archives/edgar/data/878927/000095017024116488/odfl-ex99_1.htm,outputs\phase1b_ltl_peer_panel\sources\ODFL_2024_Q3_SEC_ex99_1.htm,Reported,High,ODFL single LTL segment; company reports operating ratio and daily metrics.
ODFL_FY2024_Q3_2024-09-30,Old Dominion Freight Line,2024-09-30,revenue_per_shipment_yoy_pct,0.1,Revenue per shipment year-over-year change,2024-10-23,Quarterly financial and operating statistics tables,https://www.sec.gov/Archives/edgar/data/878927/000095017024116488/odfl-ex99_1.htm,outputs\phase1b_ltl_peer_panel\sources\ODFL_2024_Q3_SEC_ex99_1.htm,Reported,High,ODFL single LTL segment; company reports operating ratio and daily metrics.
ODFL_FY2024_Q3_2024-09-30,Old Dominion Freight Line,2024-09-30,revenue_per_shipment_ex_fuel,405.85,LTL revenue per shipment excluding fuel surcharge,2024-10-23,Quarterly financial and operating statistics tables,https://www.sec.gov/Archives/edgar/data/878927/000095017024116488/odfl-ex99_1.htm,outputs\phase1b_ltl_peer_panel\sources\ODFL_2024_Q3_SEC_ex99_1.htm,Reported,High,ODFL single LTL segment; company reports operating ratio and daily metrics.
ODFL_FY2024_Q3_2024-09-30,Old Dominion Freight Line,2024-09-30,revenue_per_shipment_ex_fuel_yoy_pct,3.1,Revenue per shipment excluding fuel surcharge year-over-year change,2024-10-23,Quarterly financial and operating statistics tables,https://www.sec.gov/Archives/edgar/data/878927/000095017024116488/odfl-ex99_1.htm,outputs\phase1b_ltl_peer_panel\sources\ODFL_2024_Q3_SEC_ex99_1.htm,Reported,High,ODFL single LTL segment; company reports operating ratio and daily metrics.
ODFL_FY2024_Q3_2024-09-30,Old Dominion Freight Line,2024-09-30,revenue_per_cwt,32.36,LTL revenue per hundredweight / Composite revenue per hundredweight,2024-10-23,Quarterly financial and operating statistics tables,https://www.sec.gov/Archives/edgar/data/878927/000095017024116488/odfl-ex99_1.htm,outputs\phase1b_ltl_peer_panel\sources\ODFL_2024_Q3_SEC_ex99_1.htm,Reported,High,ODFL single LTL segment; company reports operating ratio and daily metrics.
ODFL_FY2024_Q3_2024-09-30,Old Dominion Freight Line,2024-09-30,revenue_per_cwt_yoy_pct,1.5,Revenue per hundredweight year-over-year change,2024-10-23,Quarterly financial and operating statistics tables,https://www.sec.gov/Archives/edgar/data/878927/000095017024116488/odfl-ex99_1.htm,outputs\phase1b_ltl_peer_panel\sources\ODFL_2024_Q3_SEC_ex99_1.htm,Reported,High,ODFL single LTL segment; company reports operating ratio and daily metrics.
ODFL_FY2024_Q3_2024-09-30,Old Dominion Freight Line,2024-09-30,revenue_per_cwt_ex_fuel,27.49,LTL revenue per hundredweight excluding fuel surcharge,2024-10-23,Quarterly financial and operating statistics tables,https://www.sec.gov/Archives/edgar/data/878927/000095017024116488/odfl-ex99_1.htm,outputs\phase1b_ltl_peer_panel\sources\ODFL_2024_Q3_SEC_ex99_1.htm,Reported,High,ODFL single LTL segment; company reports operating ratio and daily metrics.
ODFL_FY2024_Q3_2024-09-30,Old Dominion Freight Line,2024-09-30,revenue_per_cwt_ex_fuel_yoy_pct,4.6,Revenue per hundredweight excluding fuel surcharge year-over-year change,2024-10-23,Quarterly financial and operating statistics tables,https://www.sec.gov/Archives/edgar/data/878927/000095017024116488/odfl-ex99_1.htm,outputs\phase1b_ltl_peer_panel\sources\ODFL_2024_Q3_SEC_ex99_1.htm,Reported,High,ODFL single LTL segment; company reports operating ratio and daily metrics.
ODFL_FY2024_Q3_2024-09-30,Old Dominion Freight Line,2024-09-30,yield_ex_fuel_reported,4.6,Yield excluding fuel surcharge growth where source uses yield language,2024-10-23,Quarterly financial and operating statistics tables,https://www.sec.gov/Archives/edgar/data/878927/000095017024116488/odfl-ex99_1.htm,outputs\phase1b_ltl_peer_panel\sources\ODFL_2024_Q3_SEC_ex99_1.htm,Reported,High,ODFL single LTL segment; company reports operating ratio and daily metrics.
ODFL_FY2024_Q4_2024-12-31,Old Dominion Freight Line,2024-12-31,revenue_m,1385.829,Revenue / Operating Revenue / Segment revenue,2026-02-04,Prior-year quarter column in 2025 Q4 comparative tables,https://www.sec.gov/Archives/edgar/data/878927/000119312526036791/odfl-ex99_1.htm,outputs\phase1b_ltl_peer_panel\sources\ODFL_2025_Q4_SEC_ex99_1.htm,Reported,High,Values sourced from prior-year column in 2025 Q4 comparative table; 2024-vs-2023 growth not in this source.
ODFL_FY2024_Q4_2024-12-31,Old Dominion Freight Line,2024-12-31,operating_income_m,334.02,Operating income / Operating Income,2026-02-04,Prior-year quarter column in 2025 Q4 comparative tables,https://www.sec.gov/Archives/edgar/data/878927/000119312526036791/odfl-ex99_1.htm,outputs\phase1b_ltl_peer_panel\sources\ODFL_2025_Q4_SEC_ex99_1.htm,Reported,High,Values sourced from prior-year column in 2025 Q4 comparative table; 2024-vs-2023 growth not in this source.
ODFL_FY2024_Q4_2024-12-31,Old Dominion Freight Line,2024-12-31,operating_margin_pct,24.1,Operating margin / derived from operating ratio where applicable,2026-02-04,Prior-year quarter column in 2025 Q4 comparative tables,https://www.sec.gov/Archives/edgar/data/878927/000119312526036791/odfl-ex99_1.htm,outputs\phase1b_ltl_peer_panel\sources\ODFL_2025_Q4_SEC_ex99_1.htm,Reported or algebraic complement when only reciprocal ratio is reported,High,Values sourced from prior-year column in 2025 Q4 comparative table; 2024-vs-2023 growth not in this source.
